ind,user_id,date,yes_no,start_etime,end_etime,start_stime,end_stime,source,target,trip_time_sec,path,day
266,d437a505f3eb256d,02/25/2021,yes,1614217119362,1614218567188,2021-02-25 09:38:39,2021-02-25 10:02:47,L2_CLL,L2_FC_zone_1,1447,"['L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1']",weekday
267,d437a505f3eb256d,02/25/2021,yes,1614222059382,1614222877896,2021-02-25 11:00:59,2021-02-25 11:14:37,L6_SLL,L2_FC_zone_5,818,"['L6_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
268,d437a505f3eb256d,02/25/2021,yes,1614228299869,1614228692109,2021-02-25 12:44:59,2021-02-25 12:51:32,L2_FC_zone_8,L2_FC_zone_5,392,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
269,d437a505f3eb256d,02/25/2021,yes,1614229094586,1614230640593,2021-02-25 12:58:14,2021-02-25 13:24:00,L2_FC_zone_8,L2_FC_zone_4,1546,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4']",weekday
270,d437a505f3eb256d,02/25/2021,yes,1614231029216,1614231300099,2021-02-25 13:30:29,2021-02-25 13:35:00,L2_FC_zone_8,L1_Shop_walkway_3,270,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3']",weekday
272,d5d061b14b4e60a0,02/11/2021,yes,1613011168162,1613011259691,2021-02-11 10:39:28,2021-02-11 10:40:59,L1_Thoroughfare,L1_Entrance_3,91,"['L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_Entrance_3']",weekday
273,d5d061b14b4e60a0,02/11/2021,yes,1613019410804,1613019499407,2021-02-11 12:56:50,2021-02-11 12:58:19,L1_Entrance_3,L1_Thoroughfare,88,"['L1_Entrance_3', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare']",weekday
274,d5d061b14b4e60a0,02/11/2021,yes,1613024217932,1613024274660,2021-02-11 14:16:57,2021-02-11 14:17:54,L1_Thoroughfare,L1_Entrance_4,56,"['L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4']",weekday
275,d5d061b14b4e60a0,02/11/2021,yes,1613028027343,1613028147495,2021-02-11 15:20:27,2021-02-11 15:22:27,L1_Entrance_2,L1_Thoroughfare,120,"['L1_Entrance_2', 'L1_Entrance_3', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare']",weekday
281,d5d061b14b4e60a0,02/24/2021,yes,1614127260823,1614127501616,2021-02-24 08:41:00,2021-02-24 08:45:01,L1_Thoroughfare,L2_FC_zone_11,240,"['L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L2_FC_zone_11']",weekday
282,d5d061b14b4e60a0,02/24/2021,yes,1614128054339,1614128679703,2021-02-24 08:54:14,2021-02-24 09:04:39,L2_FC_zone_5,L2_FC_zone_8,625,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8']",weekday
283,d5d061b14b4e60a0,02/09/2021,yes,1612831860582,1612832466357,2021-02-09 08:51:00,2021-02-09 09:01:06,L1_Thoroughfare,L1_Entrance_2,605,"['L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_Entrance_2']",weekday
284,d5d061b14b4e60a0,02/09/2021,yes,1612858924698,1612859160236,2021-02-09 16:22:04,2021-02-09 16:26:00,L1_Entrance_2,L1_Thoroughfare,235,"['L1_Entrance_2', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_PG', 'L1_Thoroughfare']",weekday
285,d87398d326eff32c,02/05/2021,yes,1612481817287,1612486289289,2021-02-05 07:36:57,2021-02-05 08:51:29,L1_Entrance_8,L4_R2_LL,4472,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL', 'L7_CLL', 'L8_CLL', 'L8_RG_zone_1', 'L8_RG_zone_2', 'L8_CG_steps_entrance', 'L9_CG_garden_zone_3', 'L9_CG_garden_zone_2', 'L9_CG_garden_zone_1', 'L9_CG_entrance', 'L9_CG_sitting_area', 'L9_SLL_corridor', 'L9_SLL', 'L8_SLL', 'L7_SLL', 'L6_SLL', 'L2_SLL', 'L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL']",weekday
286,d87398d326eff32c,02/05/2021,yes,1612488586540,1612488756244,2021-02-05 09:29:46,2021-02-05 09:32:36,L4_ST_walkway,L1_Entrance_2,169,"['L4_ST_walkway', 'L4_R1_deck', 'L4_R1_LL_corridor', 'L4_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_Entrance_2']",weekday
287,d87398d326eff32c,02/05/2021,yes,1612492962402,1612493187540,2021-02-05 10:42:42,2021-02-05 10:46:27,L1_Entrance_8,L6_Deck_4,225,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4']",weekday
288,d87398d326eff32c,02/05/2021,yes,1612499388524,1612499443101,2021-02-05 12:29:48,2021-02-05 12:30:43,L6_R2_LL,L6_FC,54,"['L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC']",weekday
289,d87398d326eff32c,02/05/2021,yes,1612499891748,1612502981278,2021-02-05 12:38:11,2021-02-05 13:29:41,L6_FC,L6_CLL,3089,"['L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CCC_walkway', 'L6_CLL']",weekday
290,d87398d326eff32c,02/05/2021,yes,1612512816552,1612513011378,2021-02-05 16:13:36,2021-02-05 16:16:51,L6_FC,L1_Shop_walkway_3,194,"['L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3']",weekday
293,d87398d326eff32c,02/26/2021,yes,1614296374826,1614297814240,2021-02-26 07:39:34,2021-02-26 08:03:34,L1_ELL,L1_Entrance_7,1439,"['L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
294,d87398d326eff32c,02/26/2021,yes,1614300915577,1614301035089,2021-02-26 08:55:15,2021-02-26 08:57:15,L1_Entrance_8,L6_AAH_walkway,119,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway']",weekday
295,d87398d326eff32c,02/26/2021,yes,1614305144354,1614305434679,2021-02-26 10:05:44,2021-02-26 10:10:34,L6_AAH_walkway,L6_Deck_4,290,"['L6_AAH_walkway', 'L6_ST_5', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4']",weekday
296,d87398d326eff32c,02/26/2021,yes,1614309728973,1614309770718,2021-02-26 11:22:08,2021-02-26 11:22:50,L6_Deck_4,L6_FC,41,"['L6_Deck_4', 'L6_FC_walkway', 'L6_FC']",weekday
297,d87398d326eff32c,02/26/2021,yes,1614310306738,1614312547789,2021-02-26 11:31:46,2021-02-26 12:09:07,L6_FC,L6_CLL,2241,"['L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL']",weekday
298,d87398d326eff32c,02/26/2021,yes,1614320597849,1614320668447,2021-02-26 14:23:17,2021-02-26 14:24:28,L6_ELL,L6_Deck_4,70,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4']",weekday
299,d87398d326eff32c,02/26/2021,yes,1614323064710,1614323127471,2021-02-26 15:04:24,2021-02-26 15:05:27,L6_Deck_4,L6_CCC_walkway,62,"['L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CCC_walkway']",weekday
300,d87398d326eff32c,02/26/2021,yes,1614332035294,1614332238235,2021-02-26 17:33:55,2021-02-26 17:37:18,L6_AAH_walkway,L1_Shop_walkway_2,202,"['L6_AAH_walkway', 'L6_CCC_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2']",weekday
301,d87398d326eff32c,02/17/2021,yes,1613533548701,1613533627213,2021-02-17 11:45:48,2021-02-17 11:47:07,L1_ELL,L6_AAH_walkway,78,"['L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway']",weekday
302,d87398d326eff32c,02/17/2021,yes,1613541461616,1613541572809,2021-02-17 13:57:41,2021-02-17 13:59:32,L6_ELL,L6_R1_LL,111,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_CLL', 'L6_ST_3', 'L6_ST_2', 'L6_PG', 'L6_PG_walkway', 'L6_Deck_1', 'L6_R1_LL_corridor', 'L6_R1_LL']",weekday
303,d87398d326eff32c,02/17/2021,yes,1613547272781,1613548365920,2021-02-17 15:34:32,2021-02-17 15:52:45,L6_R1_LL,L6_AAH_walkway,1093,"['L6_R1_LL', 'L6_R1_LL_corridor', 'L6_Deck_1', 'L6_PG_walkway', 'L6_PG', 'L6_ST_2', 'L6_ST_3', 'L6_CLL', 'L6_CCC_walkway', 'L6_AAH_walkway']",weekday
304,d87398d326eff32c,02/17/2021,yes,1613549123301,1613549359083,2021-02-17 16:05:23,2021-02-17 16:09:19,L6_FC,L4_R2_LL,235,"['L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL']",weekday
305,d87398d326eff32c,02/17/2021,yes,1613552855307,1613552982353,2021-02-17 17:07:35,2021-02-17 17:09:42,L4_R2_LL,L1_Entrance_7,127,"['L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
306,d87398d326eff32c,02/19/2021,yes,1613695916492,1613696094371,2021-02-19 08:51:56,2021-02-19 08:54:54,L1_Entrance_8,L6_AAH_walkway,177,"['L1_Entrance_8', 'L1_ELL', 'L2_ELL_2', 'L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_AAH_walkway']",weekday
307,d87398d326eff32c,02/19/2021,yes,1613700357488,1613700563424,2021-02-19 10:05:57,2021-02-19 10:09:23,L6_AAH_walkway,L6_R2_LL,205,"['L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL']",weekday
308,d87398d326eff32c,02/19/2021,yes,1613704780473,1613705163375,2021-02-19 11:19:40,2021-02-19 11:26:03,L6_Deck_4,L6_FC,382,"['L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_FC']",weekday
309,d87398d326eff32c,02/19/2021,yes,1613705806321,1613706127546,2021-02-19 11:36:46,2021-02-19 11:42:07,L6_AAH_walkway,L1_Entrance_7,321,"['L6_AAH_walkway', 'L6_CCC_walkway', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_Entrance_mrt', 'L1_Entrance_7']",weekday
310,d87398d326eff32c,02/19/2021,yes,1613709564576,1613710292215,2021-02-19 12:39:24,2021-02-19 12:51:32,L1_Shop_walkway_3,L2_FC_zone_5,727,"['L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3', 'L1_ELL', 'L2_ELL_2', 'L2_ELL_1', 'L2_FC_zone_7', 'L2_FC_zone_9_walkway', 'L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5']",weekday
311,d87398d326eff32c,02/19/2021,yes,1613711268372,1613711421433,2021-02-19 13:07:48,2021-02-19 13:10:21,L2_FC_zone_5,L6_CLL,153,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL']",weekday
312,d87398d326eff32c,02/19/2021,yes,1613725610182,1613725722055,2021-02-19 17:06:50,2021-02-19 17:08:42,L6_AAH_walkway,L4_R2_LL,111,"['L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL']",weekday
313,d87398d326eff32c,02/19/2021,yes,1613726537703,1613726667889,2021-02-19 17:22:17,2021-02-19 17:24:27,L4_R2_LL,L1_Entrance_7,130,"['L4_R2_LL', 'L1_R2_LL', 'L1_CP_zone_4', 'L1_CP_zone_3', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
314,f0f0052e9ef12792,02/03/2021,yes,1612317043800,1612318097005,2021-02-03 09:50:43,2021-02-03 10:08:17,B1_CLL,B1_Supermarket_entrance_1,1053,"['B1_CLL', 'B1_Posb_bank', 'B1_Supermarket_entrance_1']",weekday
315,f0f0052e9ef12792,02/05/2021,yes,1612513846557,1612513918217,2021-02-05 16:30:46,2021-02-05 16:31:58,L1_Entrance_7,L1_Entrance_6,71,"['L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_6']",weekday
318,f42cb0283c9533a5,02/22/2021,yes,1613949163230,1613949360032,2021-02-22 07:12:43,2021-02-22 07:16:00,L9_R2_LL,L1_Entrance_5,196,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5']",weekday
319,f42cb0283c9533a5,02/22/2021,yes,1613950127279,1613952107426,2021-02-22 07:28:47,2021-02-22 08:01:47,L1_Thoroughfare,L6_CLL,1980,"['L1_Thoroughfare', 'L1_PG', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_CP_zone_3', 'L1_CP_zone_4', 'L1_Entrance_3', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL']",weekday
320,f42cb0283c9533a5,02/22/2021,yes,1613966720459,1613966946749,2021-02-22 12:05:20,2021-02-22 12:09:06,L1_Entrance_7,L6_CLL,226,"['L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL']",weekday
321,f42cb0283c9533a5,02/22/2021,yes,1613985142283,1613985390283,2021-02-22 17:12:22,2021-02-22 17:16:30,L9_R2_LL,L1_PG,248,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
322,f42cb0283c9533a5,02/22/2021,yes,1613986506358,1613988388295,2021-02-22 17:35:06,2021-02-22 18:06:28,L1_PG,L9_R2_LL,1881,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
323,f42cb0283c9533a5,02/23/2021,yes,1614035433244,1614035473668,2021-02-23 07:10:33,2021-02-23 07:11:13,L9_R2_LL,L1_Thoroughfare,40,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_PG', 'L1_Thoroughfare']",weekday
324,f42cb0283c9533a5,02/23/2021,yes,1614036346142,1614036455277,2021-02-23 07:25:46,2021-02-23 07:27:35,L1_PG,L8_R2_LL,109,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL']",weekday
325,f42cb0283c9533a5,02/23/2021,yes,1614036925723,1614037178521,2021-02-23 07:35:25,2021-02-23 07:39:38,L9_R2_LL,L1_Entrance_7,252,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
326,f42cb0283c9533a5,02/23/2021,yes,1614044512295,1614044591563,2021-02-23 09:41:52,2021-02-23 09:43:11,L1_Entrance_7,L8_R2_LL,79,"['L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL']",weekday
327,f42cb0283c9533a5,02/23/2021,yes,1614051537389,1614051963369,2021-02-23 11:38:57,2021-02-23 11:46:03,L6_CLL,L1_Entrance_1,425,"['L6_CLL', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'B1_R2_LL', 'B1_Carpark_zone_4', 'B1_Carpark_zone_3', 'B1_Carpark_zone_1', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1']",weekday
328,f42cb0283c9533a5,02/23/2021,yes,1614062013581,1614062039664,2021-02-23 14:33:33,2021-02-23 14:33:59,L1_Entrance_7,L9_R2_LL,26,"['L1_Entrance_7', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
329,f42cb0283c9533a5,02/23/2021,yes,1614071221203,1614071479985,2021-02-23 17:07:01,2021-02-23 17:11:19,L9_R2_LL,L1_PG,258,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
330,f42cb0283c9533a5,02/23/2021,yes,1614072687040,1614072851323,2021-02-23 17:31:27,2021-02-23 17:34:11,L1_PG,L8_R2_LL,164,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7', 'L1_Entrance_mrt', 'L1_Shop_walkway_3', 'L2_FC_zone_11', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL']",weekday
331,f42cb0283c9533a5,02/23/2021,yes,1614073523020,1614073771463,2021-02-23 17:45:23,2021-02-23 17:49:31,L9_R2_LL,L6_PG,248,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_3', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_CLL', 'L6_CCC_walkway', 'L6_ST_1', 'L6_PG']",weekday
332,f42cb0283c9533a5,02/23/2021,yes,1614074627491,1614074845353,2021-02-23 18:03:47,2021-02-23 18:07:25,L6_PG,L9_R2_LL,217,"['L6_PG', 'L6_ST_1', 'L6_CCC_walkway', 'L6_CLL', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_Deck_3', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL', 'L10_R2_LL', 'L9_R2_LL']",weekday
333,f42cb0283c9533a5,02/23/2021,yes,1614081381607,1614081381683,2021-02-23 19:56:21,2021-02-23 19:56:21,L9_R2_LL,L1_R2_LL,0,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL']",weekday
334,f42cb0283c9533a5,02/23/2021,yes,1614081916599,1614082105411,2021-02-23 20:05:16,2021-02-23 20:08:25,L1_Entrance_6,L9_R2_LL,188,"['L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
346,f42cb0283c9533a5,02/19/2021,yes,1613689825953,1613690075031,2021-02-19 07:10:25,2021-02-19 07:14:35,L8_R2_LL,L1_PG,249,"['L8_R2_LL', 'L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_4', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_Thoroughfare', 'L1_PG']",weekday
347,f42cb0283c9533a5,02/19/2021,yes,1613690667347,1613690836159,2021-02-19 07:24:27,2021-02-19 07:27:16,L1_PG,L9_R2_LL,168,"['L1_PG', 'L1_Thoroughfare', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
348,f42cb0283c9533a5,02/19/2021,yes,1613691461538,1613691721200,2021-02-19 07:37:41,2021-02-19 07:42:01,L9_R2_LL,L1_Entrance_7,259,"['L9_R2_LL', 'L8_R2_LL', 'L7_R2_LL', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_Entrance_7']",weekday
349,f42cb0283c9533a5,02/19/2021,yes,1613712943405,1613712974092,2021-02-19 13:35:43,2021-02-19 13:36:14,L1_Entrance_7,L9_R2_LL,30,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L7_R2_LL', 'L8_R2_LL', 'L9_R2_LL']",weekday
